1 5998470 60020 21 5 13 12740.26 0.08 0.07 N O 1998-04-21 1998-03-22 1998-04-27 COLLECT COD AIR ccording to the slyly pe 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 5885670 80008 9 2 18 17784.00 0.07 0.05 N O 1997-11-29 1997-12-18 1997-12-06 DELIVER IN PERSON TRUCK  furiously special d 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5879589 184972 9 1 2 4113.94 0.00 0.04 N O 1997-03-05 1996-12-19 1997-03-16 COLLECT COD REG AIR e furiously ironic packages. 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5874438 122472 9 3 25 37361.75 0.00 0.00 R F 1993-04-16 1993-04-28 1993-05-11 TAKE BACK RETURN FOB e. quickly unusual foxes lose blithely. sl 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5863265 182454 9 4 26 39947.70 0.06 0.06 N O 1997-01-03 1996-10-21 1997-01-14 DELIVER IN PERSON MAIL  regular packages  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5855968 20008 9 1 36 33408.00 0.10 0.00 N O 1995-09-24 1995-12-02 1995-10-04 COLLECT COD AIR atelets wak 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5855076 190008 9 4 27 29646.00 0.04 0.02 N O 1996-02-12 1996-02-22 1996-03-07 TAKE BACK RETURN RAIL sly. slyly ironic pin 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5844226 84992 9 6 15 29654.85 0.01 0.08 R F 1993-12-05 1993-11-30 1993-12-25 NONE MAIL  serve ironically furiously bold accou 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5842435 97499 9 6 38 56866.62 0.09 0.00 A F 1995-05-23 1995-07-21 1995-06-01 TAKE BACK RETURN SHIP olites. ironic requests haggle ironic pla 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5815393 22502 9 3 32 45584.00 0.08 0.07 N O 1996-03-28 1996-05-10 1996-04-19 COLLECT COD AIR ironic packages. platelets d 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5805250 10008 9 5 2 1836.00 0.09 0.02 N O 1998-02-25 1998-04-08 1998-03-19 TAKE BACK RETURN TRUCK y even deposits. slyly even requ 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5791847 130008 9 3 21 21798.00 0.04 0.07 R F 1992-06-21 1992-05-07 1992-07-18 TAKE BACK RETURN FOB  bold, pending depos 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5788704 15006 9 4 37 34077.00 0.03 0.08 N O 1995-06-30 1995-05-08 1995-07-19 COLLECT COD FOB ular platelets. blithely final asymptote 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5778019 147494 9 5 39 60118.11 0.05 0.01 N O 1998-06-11 1998-05-07 1998-06-27 COLLECT COD REG AIR  carefully regular deposits haggle unde 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5759366 170008 9 6 36 38808.00 0.04 0.05 N O 1996-11-13 1996-12-05 1996-11-29 COLLECT COD REG AIR unts. slyly r 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5730339 124984 9 7 11 22098.78 0.05 0.07 R F 1992-08-06 1992-09-18 1992-08-30 DELIVER IN PERSON FOB aggle carefully. carefully  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5724578 144980 9 6 41 83024.18 0.07 0.05 A F 1994-07-02 1994-04-22 1994-07-03 NONE SHIP the carefully express packag 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5714688 32499 9 1 37 52965.13 0.01 0.01 A F 1992-03-21 1992-02-25 1992-04-20 TAKE BACK RETURN SHIP hely around the blithely regular  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5701862 45000 9 5 42 39690.00 0.04 0.01 N O 1996-03-16 1996-05-10 1996-03-18 COLLECT COD TRUCK kly regular accounts wake final ac 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5699331 164976 9 2 45 91843.65 0.05 0.04 A F 1993-09-18 1993-10-10 1993-09-23 DELIVER IN PERSON REG AIR cross the blithely unusual accounts. regu 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5686787 122472 9 6 50 74723.50 0.05 0.01 N O 1996-03-18 1996-04-09 1996-04-17 DELIVER IN PERSON MAIL ans. regular, regular deposits use a 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5679044 120008 9 4 31 31868.00 0.10 0.07 A F 1993-04-11 1993-05-26 1993-05-10 DELIVER IN PERSON TRUCK  ironic dependencies w 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5654980 162460 9 2 29 44151.34 0.00 0.00 R F 1994-06-30 1994-08-08 1994-07-18 TAKE BACK RETURN AIR ly above the packages. blithely final pint 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5641094 162460 9 3 14 21314.44 0.03 0.03 N O 1996-07-29 1996-07-25 1996-08-24 TAKE BACK RETURN MAIL le. final requests nod ca 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5640294 182454 9 1 13 19973.85 0.06 0.02 N O 1996-05-09 1996-03-31 1996-05-25 COLLECT COD RAIL platelets. fl 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5630624 117497 9 2 30 45434.70 0.00 0.02 N O 1996-07-09 1996-06-12 1996-07-29 NONE SHIP al theodolites above the bl 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5629700 134982 9 1 24 48407.52 0.07 0.06 R F 1995-05-03 1995-07-02 1995-05-21 COLLECT COD SHIP ole carefully fluff 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5628933 7508 9 1 13 18401.50 0.05 0.03 N O 1998-03-22 1998-04-15 1998-04-11 DELIVER IN PERSON MAIL hs wake carefully. packages h 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5605377 82484 9 2 46 67458.08 0.06 0.01 R F 1994-07-02 1994-07-29 1994-07-31 NONE REG AIR . slyly ironic packages solve.  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5599136 102478 9 2 10 14804.70 0.00 0.03 A F 1993-04-14 1993-05-11 1993-05-04 DELIVER IN PERSON MAIL express excuses are blithely along 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5590402 45000 9 2 22 20790.00 0.10 0.00 A F 1992-04-29 1992-04-03 1992-05-25 TAKE BACK RETURN AIR . busily bold ideas al 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5573989 167492 9 1 10 15594.90 0.10 0.03 N O 1997-08-25 1997-08-29 1997-08-27 NONE RAIL eep final, express sheaves. fu 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5569381 54998 9 5 8 15623.92 0.07 0.05 A F 1992-07-13 1992-06-18 1992-08-08 DELIVER IN PERSON RAIL hinder steal 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5559266 184972 9 4 31 63766.07 0.03 0.02 N O 1998-06-24 1998-07-11 1998-06-29 NONE RAIL ng requests. even foxes no 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5542821 100008 9 1 28 28224.00 0.04 0.00 A F 1993-02-10 1993-03-19 1993-03-02 COLLECT COD AIR e of the furiously express dependencies; 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5523781 5008 9 4 7 6391.00 0.08 0.07 A F 1992-07-15 1992-06-20 1992-08-09 TAKE BACK RETURN SHIP y pending attainmen 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5522499 20008 9 3 26 24128.00 0.08 0.05 R F 1993-04-23 1993-06-27 1993-05-22 NONE TRUCK ounts sleep sly 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5502560 70008 9 1 24 23472.00 0.07 0.03 N F 1995-06-13 1995-05-24 1995-07-03 DELIVER IN PERSON RAIL s haggle busi 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5501604 160008 9 2 39 41652.00 0.01 0.01 N O 1995-09-23 1995-10-05 1995-09-27 DELIVER IN PERSON SHIP le. sentiments 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5494498 134982 9 1 28 56475.44 0.06 0.01 R F 1995-04-08 1995-04-14 1995-04-27 DELIVER IN PERSON TRUCK deposits engage. b 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5494372 152463 9 1 27 40917.42 0.10 0.06 N O 1995-08-05 1995-08-23 1995-08-30 DELIVER IN PERSON REG AIR ithely busily b 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5480642 90008 9 3 44 43912.00 0.00 0.08 R F 1992-04-26 1992-05-24 1992-05-15 TAKE BACK RETURN TRUCK s cajole slyly against 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5474690 82484 9 3 42 61592.16 0.06 0.05 N O 1995-11-07 1995-11-14 1995-11-11 COLLECT COD TRUCK ts haggle blithely. quickly 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5464196 144980 9 3 17 34424.66 0.03 0.04 N O 1997-07-12 1997-09-12 1997-08-07 TAKE BACK RETURN AIR tes. regula 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5443425 114986 9 5 44 88043.12 0.03 0.02 R F 1993-11-25 1993-12-22 1993-12-08 TAKE BACK RETURN MAIL  final accounts according to the sly 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5438822 72487 9 3 22 32108.56 0.01 0.02 N O 1997-10-16 1997-08-07 1997-11-09 NONE RAIL r asymptotes nod regular instruc 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5438594 47504 9 5 40 58060.00 0.09 0.06 A F 1993-06-10 1993-08-08 1993-06-15 NONE MAIL  requests affix  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5430208 192451 9 4 17 26238.65 0.04 0.00 N O 1996-09-29 1996-10-04 1996-10-26 COLLECT COD RAIL e quickly final pinto bean 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5419043 160008 9 7 22 23496.00 0.06 0.06 N O 1998-09-20 1998-08-14 1998-09-22 DELIVER IN PERSON TRUCK odolites was regularly into the qui 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5417636 42496 9 2 20 28769.80 0.07 0.05 N O 1996-05-04 1996-03-29 1996-05-13 TAKE BACK RETURN FOB atelets boost quickly quickly express depos 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5402914 10008 9 2 41 37638.00 0.08 0.03 R F 1992-04-03 1992-05-02 1992-04-20 NONE MAIL hs nag slyly across the excuses.  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5402853 157493 9 5 47 72873.03 0.03 0.01 N O 1995-11-01 1995-11-07 1995-11-30 DELIVER IN PERSON AIR deposits. carefully final deposits among 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5396000 45000 9 2 44 41580.00 0.02 0.05 A F 1994-04-14 1994-03-08 1994-05-04 DELIVER IN PERSON AIR  ironic pinto be 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5395619 82484 9 1 23 33729.04 0.09 0.01 A F 1995-03-15 1995-02-08 1995-04-08 COLLECT COD REG AIR uctions. instr 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5384519 144980 9 2 49 99224.02 0.07 0.02 R F 1995-02-13 1995-01-29 1995-02-18 COLLECT COD SHIP ess foxes w 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5359269 10008 9 2 18 16524.00 0.04 0.05 R F 1995-05-07 1995-05-11 1995-05-17 COLLECT COD SHIP ve furiously p 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5350502 180008 9 1 48 52224.00 0.09 0.05 A F 1993-11-11 1993-12-08 1993-11-18 NONE FOB tes eat fluffily along the silent, ir 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5335301 140008 9 1 11 11528.00 0.08 0.07 A F 1995-04-20 1995-05-17 1995-05-16 TAKE BACK RETURN FOB ts. ironic account 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5334017 192451 9 1 3 4630.35 0.04 0.04 N O 1995-08-07 1995-09-29 1995-08-28 COLLECT COD AIR posits wak 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5329315 15006 9 6 36 33156.00 0.10 0.06 N O 1997-10-08 1997-10-16 1997-10-19 NONE MAIL es cajole  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5299015 190008 9 6 49 53802.00 0.09 0.03 R F 1993-05-12 1993-03-20 1993-05-24 NONE REG AIR endencies sleep. 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5294948 37505 9 3 32 46160.00 0.02 0.02 N O 1997-10-21 1997-09-19 1997-11-07 COLLECT COD RAIL nts. final, ironic ideas sleep stealt 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5290919 184972 9 4 24 49367.28 0.03 0.06 A F 1992-09-27 1992-10-22 1992-10-07 TAKE BACK RETURN SHIP  foxes eat  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5265574 70008 9 1 3 2934.00 0.10 0.02 R F 1995-04-25 1995-06-06 1995-05-16 TAKE BACK RETURN FOB nal pinto beans 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5265478 120008 9 2 20 20560.00 0.05 0.00 A F 1994-06-11 1994-03-31 1994-06-27 TAKE BACK RETURN SHIP lly quiet warthogs. instructions are bl 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5263846 25004 9 4 23 21367.00 0.05 0.01 A F 1992-04-20 1992-06-16 1992-05-11 NONE RAIL slyly unusual packages. slyly even accoun 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5259972 120008 9 1 38 39064.00 0.09 0.06 N O 1998-06-08 1998-07-17 1998-06-21 COLLECT COD REG AIR s. sometimes final platelets are depo 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5250212 7508 9 1 22 31141.00 0.04 0.00 A F 1992-12-03 1993-01-09 1992-12-11 DELIVER IN PERSON AIR ding to the bold pinto beans. regula 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5248771 80008 9 2 14 13832.00 0.00 0.04 A F 1994-05-08 1994-07-15 1994-05-30 COLLECT COD AIR kages print alongs 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5245280 187490 9 4 19 29972.31 0.07 0.02 R F 1994-06-09 1994-06-15 1994-06-26 TAKE BACK RETURN REG AIR counts around the regular 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
